學號,10101學籍狀態,10102學籍狀態,10201學籍狀態,10202學籍狀態,10301學籍狀態,10302學籍狀態,10401學籍狀態,10402學籍狀態,10101期中預警科目,10102期中預警科目,10201期中預警科目,10202期中預警科目,10301期中預警科目,10302期中預警科目,10401期中預警科目,10402期中預警科目,10101期中預警學分數,10102期中預警學分數,10201期中預警學分數,10202期中預警學分數,10301期中預警學分數,10302期中預警學分數,10401期中預警學分數,10402期中預警學分數,大一憂鬱篩檢
410179039,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,1.會計學; ,-,1.投資學; 2.作業研究; ,1.作業管理; ,-,-,-,3,3,0,6,3,0,0,0,-
410179040,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,-,1.財務管理; 2.組織理論與行為; 3.賽局理論（一）; ,-,1.作業管理; ,-,-,-,3,0,9,0,3,0,0,0,★★
410179041,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.微積分; ,1.經濟學; 2.會計學; ,1.統計學; ,-,-,-,-,-,6,6,3,0,0,0,0,0,-
410179042,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.體育：桌球; ,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179043,正常,正常,正常,正常,正常,正常,正常,正常,1.科技新知導讀; ,1.會計學; ,1.統計學; 2.金融市場; ,1.統計學; 2.總體經濟學; ,-,1.生涯管理; ,-,1.國際政治與國際關係; ,2,3,6,6,0,2,0,2,-
410179044,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,1.統計學; ,-,-,-,-,0,0,3,3,0,0,0,0,-
410179045,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.金融市場; ,-,-,-,0,0,0,0,3,0,0,0,-
410179046,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; 2.金融市場; 3.體育：桌球; ,-,-,-,-,-,0,0,6,0,0,0,0,0,-
410179047,正常,正常,正常,正常,休學,休學,-,-,1.經濟學; ,1.經濟學; ,-,1.經濟學; 2.體育：羽球; ,-,-,-,-,3,3,0,3,0,0,0,0,-
410179048,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.金融市場; ,1.投資學; 2.體育：桌球; 3.總體經濟學; ,1.歷史; ,1.作業管理; 2.企業資源規劃; 3.歷史; ,-,-,0,0,3,6,2,8,0,0,-
410179049,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179050,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.體育：網球; ,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179051,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.組織理論與行為; 2.體育：桌球; ,1.投資學; 2.體育：桌球; ,-,-,-,-,0,0,3,3,0,0,0,0,-
410179052,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179053,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179054,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.組織理論與行為; ,-,-,1.統計學; ,-,-,0,0,3,0,0,3,0,0,-
410179055,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.會計學; ,-,1.總體經濟學; ,-,1.統計學; 2.資訊管理; ,-,-,3,3,0,3,0,6,0,0,-
410179056,正常,正常,休學,休學,正常,-,-,-,-,1.微積分; ,1.國際企業管理; 2.體育：游泳; ,-,1.財務管理; 2.歷史; ,-,-,-,0,3,3,0,5,0,0,0,-
410179057,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.體育：桌球; ,-,-,0,0,0,0,0,0,0,0,-
410179058,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.作業管理; ,-,-,-,0,0,0,0,3,0,0,0,-
410179059,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179060,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.微積分; ,1.微積分; ,1.金融市場; ,1.總體經濟學; ,-,-,-,-,6,3,3,3,0,0,0,0,-
410179061,正常,正常,正常,正常,正常,正常,正常,正常,-,1.創意與設計; ,-,-,1.作業管理; ,-,-,-,0,2,0,0,3,0,0,0,-
410179062,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.統計學; 2.組織理論與行為; 3.金融市場; 4.體育：桌球; ,1.體育：桌球; ,1.國際政治與國際關係; 2.天文的故事; ,-,-,-,0,3,9,0,4,0,0,0,-
410179063,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,1.會計學; ,1.統計學; ,1.期貨與選擇權; ,-,-,-,-,3,3,3,3,0,0,0,0,-
410179064,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.金融市場; ,-,1.歷史; ,-,1.人力資源管理專題; ,1.看影集學賽局; ,0,0,3,0,2,0,3,2,-
410179065,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; 2.會計學; ,-,-,1.作業研究; ,-,-,-,1.體育：網球; ,6,0,0,3,0,0,0,0,-
410179066,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.投資學; 2.作業研究; ,-,-,-,-,0,0,0,6,0,0,0,0,★★★★ 亟需關懷
410179067,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,-,1.統計學; ,1.世界音樂與多元文化; ,-,1.資訊管理; ,-,-,3,0,3,2,0,3,0,0,-
410179068,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179069,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.體育：游泳; ,-,-,1.資訊管理; ,-,-,0,0,0,0,0,3,0,0,-
410179070,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.經濟學; 2.電腦概論; 3.微積分; 4.管理學; ,1.財務管理; ,1.體育：桌球; ,1.會計學; 2.國際政治與國際關係; 3.歐洲聯盟：跨國法律與政策; ,1.微積分; 2.西洋古典音樂賞析; 3.音樂劇欣賞; 4.會計學; ,-,-,3,11,3,0,7,10,0,0,-
410179071,正常,休學,正常,正常,正常,正常,正常,正常,1.會計學; ,-,-,1.經濟學; 2.會計學; 3.微積分; ,1.財務管理; ,1.統計學; 2.作業研究; ,-,-,3,0,0,9,3,6,0,0,-
410179072,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179073,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.會計學; ,1.統計學; 2.體育：桌球; ,-,-,1.投資學; 2.資訊管理; ,-,-,3,3,3,0,0,6,0,0,-
410179074,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179075,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.國際企業管理; 2.統計學; ,1.哲學概論; 2.作業研究; ,1.體育：桌球; ,1.經濟學; 2.企業資源規劃; 3.資訊管理; ,-,-,0,0,6,5,0,9,0,0,-
410179076,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.體育：桌球; ,-,1.國際政治與國際關係; ,-,-,-,0,3,0,0,2,0,0,0,-
410179077,休學,休學,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179078,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.供應鏈管理; ,0,0,0,0,0,0,0,3,-
410179079,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.財務管理; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
410179080,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,-,1.投資學; ,1.作業管理; ,1.歷史; ,1.作業管理; ,-,0,3,0,3,3,2,3,0,-
410179081,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：籃球; ,1.組織理論與行為; ,-,-,-,1.顧客關係管理; 2.性別與休閒; ,1.體育：桌球; 2.商用英文; ,0,0,3,0,0,0,6,2,-
410179082,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.多元文化與社會正義; ,1.供應鏈管理; ,0,0,0,0,0,0,2,3,-
410179083,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.財務管理; 2.組織理論與行為; ,1.作業研究; ,1.作業管理; 2.國際政治與國際關係; 3.哲學概論; 4.財務管理; ,1.統計學; 2.體育：桌球; ,1.經濟閱讀; 2.組織理論與行為; 3.統計學; ,1.個人理財; ,0,0,6,3,10,3,8,3,-
410179084,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,★★★★ 亟需關懷
410179085,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.資訊管理; ,-,-,0,0,0,0,0,3,0,0,-
410179086,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.統計學; 2.財務管理; 3.組織理論與行為; ,1.統計學; 2.作業研究; ,1.作業管理; ,1.作業研究; ,-,-,0,3,9,6,3,3,0,0,-
410179087,正常,休學,休學,休學,休學,正常,正常,正常,-,-,-,-,-,-,-,1.世界音樂與多元文化; ,0,0,0,0,0,0,0,2,-
410179088,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,1.投資學; ,1.歷史; ,1.體育：桌球; 2.微積分; ,-,-,0,0,3,3,2,3,0,0,★★★★ 亟需關懷
410179089,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179090,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★★
410179091,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.會計學; ,1.統計學; ,1.統計學; ,-,1.資訊管理; ,-,-,0,6,3,3,0,3,0,0,★★★ 需關懷
410179092,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.總體經濟學; ,-,-,-,-,0,0,0,3,0,0,0,0,-
410179093,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179094,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179095,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179096,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410179097,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,-,-,1.資訊管理; ,-,-,0,0,3,0,0,3,0,0,-
410179098,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410179099,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179100,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179101,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179102,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179103,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.微積分; ,1.會計學; 2.微積分; ,1.統計學; ,1.統計學; 2.作業研究; 3.體育：桌球; 4.總體經濟學; ,-,1.統計學; 2.資訊管理; ,-,-,6,6,3,9,0,6,0,0,-
410179104,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179105,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; 2.會計學; ,-,1.金融市場; ,-,1.經濟學; ,1.經濟學; 2.統計學; ,1.經濟學; ,-,6,0,3,0,3,6,3,0,-
410179106,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,-,1.歷史; ,-,-,1.西方音樂的軌跡; 2.供應鏈管理; ,0,3,0,0,2,0,0,5,-
410179107,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.統計學; ,1.投資學; 2.統計學; ,-,-,-,-,0,3,3,6,0,0,0,0,-
410179108,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,1.會計學; ,-,1.作業研究; ,1.社會統計實習; ,-,-,-,3,3,0,3,1,0,0,0,-
410179109,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.會計學; 2.微積分; ,1.統計學; ,1.總體經濟學; 2.作業研究; ,-,1.資訊管理; ,-,-,3,6,3,6,0,3,0,0,-
410179110,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.生命意義與終極關懷; 3.微積分; ,1.微積分; 2.會計學; ,-,1.世界音樂與多元文化; 2.作業研究; ,1.作業管理; 2.歷史; ,1.通路管理; 2.歷史; ,-,-,8,6,0,5,5,5,0,0,-
410179111,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179112,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.中級會計學; ,1.中級會計學; ,-,1.作業管理; ,1.高級會計學; ,1.高級會計學; ,0,3,4,4,0,3,3,3,-
410179113,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179114,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.統計學; 2.體育：游泳; ,1.作業研究; ,-,1.統計學; ,-,-,0,3,3,3,0,3,0,0,-
410179115,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179116,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179117,正常,正常,休學,休學,休學,休學,正常,-,1.微積分; ,1.微積分; ,1.財務管理; 2.統計學; 3.體育：壘球; 4.電腦文書處理; ,1.投資學; 2.世界音樂與多元文化; 3.作業研究; ,1.體育：桌球; 2.財務管理; ,1.資訊系統分析與設計; 2.體育：桌球; 3.日文史學名著選讀; 4.國文; ,1.體育：桌球; 2.統計學; ,-,3,3,8,8,3,9,3,0,-
410179118,正常,正常,休學,休學,休學,休學,正常,正常,1.微積分; ,1.管理學; ,-,-,-,-,1.體育：桌球; 2.組織理論與行為; 3.統計學; ,1.生命科學與當代世界; ,3,3,0,0,0,0,6,2,-
410179119,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179120,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179121,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179122,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179123,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180001,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,1.總體經濟學; ,-,-,-,1.西方音樂的軌跡; 2.世界音樂與多元文化; ,0,3,0,3,0,0,0,4,-
410180002,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; 2.經濟學; 3.大學英文：英語聽講練習; 4.大學英文; ,1.國際政治與國際關係; ,1.統計學; ,-,-,-,-,0,6,2,3,0,0,0,0,-
410180003,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180004,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.審計學; ,-,-,-,0,0,0,0,3,0,0,0,-
410180005,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; ,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180006,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★★★★ 亟需關懷
410180007,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.國際政治與國際關係; ,-,1.金融法規與實務; ,-,-,-,0,0,2,0,3,0,0,0,-
410180008,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180009,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.審計學; ,-,-,-,0,0,0,0,3,0,0,0,★★★★ 亟需關懷
410180010,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180011,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180012,正常,正常,正常,正常,正常,正常,正常,正常,-,1.專業英文：文化與觀光; ,-,-,-,-,-,-,0,2,0,0,0,0,0,0,-
410180013,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180014,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410180015,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; 2.會計學; ,-,-,-,-,-,-,0,6,0,0,0,0,0,0,-
410180016,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.經濟學; 2.微積分; ,-,1.統計學; ,1.財務管理; 2.管理數學; 3.金融法規與實務; 4.經濟學; ,-,-,-,3,6,0,3,12,0,0,0,-
410180017,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180018,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.審計學; ,-,-,-,0,0,0,0,3,0,0,0,-
410180019,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; 2.經濟學; ,1.微積分; 2.經濟學; 3.會計學; 4.大學英文：英語聽講練習; 5.大學英文; ,-,1.統計學; ,-,-,-,-,6,12,0,3,0,0,0,0,-
410180020,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,1.客家文化創意的發展; 2.統計學; ,-,-,-,-,0,3,0,5,0,0,0,0,-
410180021,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180022,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180023,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410180024,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410180025,正常,正常,正常,正常,正常,正常,休學,休學,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180026,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180027,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.審計學; ,-,-,-,0,0,0,0,3,0,0,0,-
410180028,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,1.金融法規與實務; ,-,-,-,0,0,0,3,3,0,0,0,-
410180029,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.經濟學; ,1.會計學; ,-,-,1.管理數學; ,-,-,-,6,3,0,0,3,0,0,0,-
410180030,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.金融法規與實務; ,-,-,-,0,0,0,0,3,0,0,0,-
410180031,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,-,-,-,-,0,0,0,3,0,0,0,0,-
410180032,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180033,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410180034,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180035,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180036,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中級會計學; ,-,-,-,-,-,0,0,4,0,0,0,0,0,-
410180037,正常,正常,正常,正常,正常,正常,正常,正常,1.體育：網球; ,1.微積分; ,-,1.統計學; ,1.微積分; ,-,1.中國中古時期佛教史; 2.中國古今文字賞析; ,-,0,3,0,3,3,0,4,0,-
410180038,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.投資學; ,-,-,-,0,0,0,0,3,0,0,0,-
410180039,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410180040,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180041,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180042,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180043,正常,正常,正常,正常,正常,正常,正常,正常,-,1.大學英文：英語聽講練習; ,-,-,1.表演藝術賞析; ,-,-,-,0,1,0,0,2,0,0,0,-
410180044,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; ,1.經濟學; 2.會計學; ,-,1.總體經濟學; ,-,-,-,-,3,6,0,3,0,0,0,0,-
410180045,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180046,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180047,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,-,-,-,-,0,0,0,3,0,0,0,0,-
410180048,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; ,1.體育：桌球; ,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180049,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180050,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180051,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180052,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180053,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180054,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410180055,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181001,正常,正常,正常,正常,正常,正常,正常,正常,-,1.大學英文：英語聽講練習; ,-,-,-,-,-,-,0,1,0,0,0,0,0,0,-
410181003,正常,正常,正常,正常,正常,正常,正常,正常,1.德文; 2.德語聽講練習; ,-,1.佛學概論; 2.中國文學史; ,1.佛學概論; ,-,-,1.昭明文選; ,-,3,0,5,2,0,0,2,0,-
410181004,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181005,正常,正常,正常,正常,正常,正常,正常,正常,-,1.現代詩及習作; ,-,1.佛學概論; 2.體育：羽球; ,-,-,-,-,0,2,0,2,0,0,0,0,-
410181006,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181007,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中國文學史; ,1.歷代文選及習作; 2.詩選及習作; ,-,-,1.左傳; 2.華語多媒體與電腦輔助教學; 3.聲韻學; ,1.左傳; 2.昭明文選; 3.修辭學; ,0,0,3,4,0,0,6,6,-
410181008,正常,正常,正常,正常,正常,正常,正常,正常,1.體育：網球; ,-,-,1.作業管理; ,1.微積分; ,1.微積分; ,-,-,0,0,0,3,3,3,0,0,-
410181009,正常,正常,正常,正常,-,-,-,-,-,1.體育：壘球; 2.套裝軟體及實習; ,1.民俗藝術導論; ,-,-,-,-,-,0,2,2,0,0,0,0,0,-
410181010,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.詩選及習作; ,-,-,-,-,0,0,0,2,0,0,0,0,-
410181011,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181012,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.歷代文選及習作; 2.體育：網球; ,1.現代小說及習作; ,-,-,-,0,0,0,2,2,0,0,0,-
410181015,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.土地法; ,-,-,-,-,-,0,0,2,0,0,0,0,0,-
410181016,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181017,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中國文學史; 2.職場軟實力; ,-,-,-,-,0,0,0,5,0,0,0,0,-
410181018,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.藝術欣賞; ,0,0,0,0,0,0,0,2,★★★★ 亟需關懷
410181019,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.佛學概論; ,-,-,-,-,-,0,0,2,0,0,0,0,0,-
410181020,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中國文學史; ,1.世界音樂與多元文化; 2.詩選及習作; ,-,-,1.報導與採訪; 2.中國思想史（二）; ,-,0,0,3,4,0,0,4,0,-
410181022,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,1.昭明文選; ,-,0,0,0,0,0,0,2,0,-
410181024,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181026,正常,正常,正常,正常,正常,正常,正常,休學,-,1.大學英文：英語聽講練習; ,1.佛學概論; 2.生命意義與終極關懷; ,1.章回小說選讀; 2.佛學概論; 3.詩選及習作; ,1.華語多媒體與電腦輔助教學; 2.中國文學史; ,-,1.左傳; 2.文化創意產業; ,1.體育：室內飛輪; ,0,1,4,6,5,0,4,0,-
410181027,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.章回小說選讀; ,-,1.天文的故事; ,-,-,0,0,0,2,0,2,0,0,-
410181031,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.佛學概論; 2.微積分; ,1.詩選及習作; ,-,-,-,-,0,0,5,2,0,0,0,0,-
410181032,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410181033,正常,正常,正常,正常,正常,正常,正常,正常,-,1.大學英文：英語聽講練習; ,1.哲學概論; ,1.章回小說選讀; ,-,1.天文的故事; ,-,-,0,1,2,2,0,2,0,0,-
410181034,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：網球; 2.大學英文：英語聽講練習; 3.大學英文; ,-,1.詩選及習作; ,1.華語多媒體與電腦輔助教學; 2.公共議題之經濟分析; ,-,-,-,0,3,0,2,4,0,0,0,-
410181035,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：壘球; 2.大學英文：英語聽講練習; ,-,1.詩選及習作; ,-,-,-,-,0,1,0,2,0,0,0,0,-
